batch_size,batch_index,actual_batch_size,mode,prompt_tokens_mean,prompt_tokens_max,prefill_s,decode_s,decode_steps,decode_tokens,decode_step_tps,decode_token_tps,ptq_route_steps,fp_route_steps,avg_route_score
1,0,1,auto,46,46,0.19277677102945745,0.6861258498975076,7,7,10.202209989677039,10.202209989677039,3,4,0.8041294642857143
1,0,1,ptq,46,46,0.11521819100016728,0.5314852399751544,7,7,13.170638568113825,13.170638568113825,7,0,0.8041294642857143
1,0,1,fp,46,46,0.11605986498761922,0.6964035779237747,7,7,10.051642785738515,10.051642785738515,0,7,0.8041294642857143
1,1,1,auto,59,59,0.1181366280070506,0.6540138919954188,7,7,10.70313656280719,10.70313656280719,2,5,0.8002232142857143
1,1,1,ptq,59,59,0.11645452701486647,0.5300312049803324,7,7,13.20676959059372,13.20676959059372,7,0,0.7806919642857143
1,1,1,fp,59,59,0.11792072094976902,0.7031049769138917,7,7,9.955839070752702,9.955839070752702,0,7,0.8002232142857143
1,2,1,auto,66,66,0.12264820502605289,0.6504719900549389,7,7,10.761416489907242,10.761416489907242,2,5,0.7857142857142857
1,2,1,ptq,66,66,0.12181433802470565,0.5301839430467226,7,7,13.202964917749544,13.202964917749544,7,0,0.7857142857142857
1,2,1,fp,66,66,0.12056571402354166,0.7009422919363715,7,7,9.986556782959003,9.986556782959003,0,7,0.7857142857142857
1,3,1,auto,76,76,0.12383247597608715,0.7022565500228666,7,7,9.967867155916267,9.967867155916267,0,7,0.7589285714285714
1,3,1,ptq,76,76,0.12373788200784475,0.5302356549655087,7,7,13.201677281501077,13.201677281501077,7,0,0.7589285714285714
1,3,1,fp,76,76,0.12352021597325802,0.7002733240369707,7,7,9.996096894918185,9.996096894918185,0,7,0.7589285714285714
1,4,1,auto,89,89,0.12802414502948523,0.6563899839529768,7,7,10.664391857175984,10.664391857175984,2,5,0.7957589285714286
1,4,1,ptq,89,89,0.12821806699503213,0.532733928062953,7,7,13.139767586142574,13.139767586142574,7,0,0.7957589285714286
1,4,1,fp,89,89,0.12802462396211922,0.705369321978651,7,7,9.923879281231152,9.923879281231152,0,7,0.7957589285714286
1,5,1,auto,84,84,0.12646633299300447,0.6758667729445733,7,7,10.357070772251232,10.357070772251232,1,6,0.7712053571428571
1,5,1,ptq,84,84,0.1261339450138621,0.5318132719839923,7,7,13.16251468092489,13.16251468092489,7,0,0.7712053571428571
1,5,1,fp,84,84,0.1261474480270408,0.6999350760597736,7,7,10.000927570891173,10.000927570891173,0,7,0.7712053571428571
1,6,1,auto,77,77,0.1241627829731442,0.655542389024049,7,7,10.678180568035243,10.678180568035243,2,5,0.7890625
1,6,1,ptq,77,77,0.12387516401940957,0.5322391360532492,7,7,13.151982869782177,13.151982869782177,7,0,0.7706473214285714
1,6,1,fp,77,77,0.12386274797609076,0.7046770549495704,7,7,9.93362839166226,9.93362839166226,0,7,0.7890625
1,7,1,auto,60,60,0.11939968302613124,0.6773491909261793,7,7,10.334403722293503,10.334403722293503,1,6,0.7678571428571429
1,7,1,ptq,60,60,0.11905366298742592,0.5427795869763941,7,7,12.896579326046828,12.896579326046828,7,0,0.7678571428571429
1,7,1,fp,60,60,0.11877250700490549,0.7034904480096884,7,7,9.950383860654206,9.950383860654206,0,7,0.7678571428571429
1,8,1,auto,43,43,0.11161987303057685,0.6242449690471403,7,7,11.213546519541737,11.213546519541737,3,4,0.8041294642857143
1,8,1,ptq,43,43,0.1146803279989399,0.5329706919728778,7,7,13.133930449511885,13.133930449511885,7,0,0.8041294642857143
1,8,1,fp,43,43,0.1154892019694671,0.7002894799807109,7,7,9.99586628117391,9.99586628117391,0,7,0.8041294642857143
1,9,1,auto,57,57,0.11598348000552505,0.6517823379836045,7,7,10.739781660324898,10.739781660324898,2,5,0.7879464285714286
1,9,1,ptq,57,57,0.11754445900442079,0.531334194005467,7,7,13.17438267473517,13.17438267473517,7,0,0.7879464285714286
1,9,1,fp,57,57,0.11792104004416615,0.6989757970441133,7,7,10.014652910161095,10.014652910161095,0,7,0.7879464285714286
